Customer ID,Billing Start Date,Billing End Date,Previous Meter Reading,Current Meter Reading,Usage (kWh),Total Charge
1079,2023-12-01,2023-12-31,6367,6670,303,45.45
1080,2023-01-01,2023-01-31,3221,3581,360,54.0
1080,2023-02-01,2023-03-03,3581,3844,263,39.45
1080,2023-03-01,2023-03-31,3844,3999,155,23.25
1080,2023-04-01,2023-05-01,3999,4205,206,30.9
1080,2023-05-01,2023-05-31,4205,4379,174,26.1
1080,2023-06-01,2023-07-01,4379,4630,251,37.65
1080,2023-07-01,2023-07-31,4630,5077,447,67.05
1080,2023-08-01,2023-08-31,5077,5555,478,71.7
1080,2023-09-01,2023-10-01,5555,5934,379,56.85
1080,2023-10-01,2023-10-31,5934,6232,298,44.7
1080,2023-11-01,2023-12-01,6232,6438,206,30.9
1080,2023-12-01,2023-12-31,6438,6937,499,74.85
1081,2023-01-01,2023-01-31,4298,4419,121,18.15
1081,2023-02-01,2023-03-03,4419,4631,212,31.8
1081,2023-03-01,2023-03-31,4631,5129,498,74.7
1081,2023-04-01,2023-05-01,5129,5305,176,26.4
1081,2023-05-01,2023-05-31,5305,5805,500,75.0
1081,2023-06-01,2023-07-01,5805,6097,292,43.8
1081,2023-07-01,2023-07-31,6097,6236,139,20.85
1081,2023-08-01,2023-08-31,6236,6457,221,33.15
1081,2023-09-01,2023-10-01,6457,6881,424,63.6
1081,2023-10-01,2023-10-31,6881,6933,52,7.8
1081,2023-11-01,2023-12-01,6933,7278,345,51.75
1081,2023-12-01,2023-12-31,7278,7404,126,18.9
1082,2023-01-01,2023-01-31,1753,2131,378,56.7
1082,2023-02-01,2023-03-03,2131,2622,491,73.65
1082,2023-03-01,2023-03-31,2622,2855,233,34.95
1082,2023-04-01,2023-05-01,2855,3277,422,63.3
1082,2023-05-01,2023-05-31,3277,3696,419,62.85
1082,2023-06-01,2023-07-01,3696,4080,384,57.6
1082,2023-07-01,2023-07-31,4080,4530,450,67.5
1082,2023-08-01,2023-08-31,4530,4754,224,33.6
1082,2023-09-01,2023-10-01,4754,5251,497,74.55
1082,2023-10-01,2023-10-31,5251,5517,266,39.9
1082,2023-11-01,2023-12-01,5517,5963,446,66.9
1082,2023-12-01,2023-12-31,5963,6186,223,33.45
1083,2023-01-01,2023-01-31,3771,4058,287,43.05
1083,2023-02-01,2023-03-03,4058,4428,370,55.5
1083,2023-03-01,2023-03-31,4428,4531,103,15.45
1083,2023-04-01,2023-05-01,4531,4713,182,27.3
1083,2023-05-01,2023-05-31,4713,5055,342,51.3
1083,2023-06-01,2023-07-01,5055,5112,57,8.55
1083,2023-07-01,2023-07-31,5112,5208,96,14.4
1083,2023-08-01,2023-08-31,5208,5617,409,61.35
1083,2023-09-01,2023-10-01,5617,5696,79,11.85
1083,2023-10-01,2023-10-31,5696,6190,494,74.1
1083,2023-11-01,2023-12-01,6190,6389,199,29.85
1083,2023-12-01,2023-12-31,6389,6670,281,42.15
1084,2023-01-01,2023-01-31,3929,4239,310,46.5
1084,2023-02-01,2023-03-03,4239,4317,78,11.7
1084,2023-03-01,2023-03-31,4317,4737,420,63.0
1084,2023-04-01,2023-05-01,4737,4797,60,9.0
1084,2023-05-01,2023-05-31,4797,5060,263,39.45
1084,2023-06-01,2023-07-01,5060,5122,62,9.3
1084,2023-07-01,2023-07-31,5122,5349,227,34.05
1084,2023-08-01,2023-08-31,5349,5558,209,31.35
1084,2023-09-01,2023-10-01,5558,5819,261,39.15
1084,2023-10-01,2023-10-31,5819,6242,423,63.45
1084,2023-11-01,2023-12-01,6242,6675,433,64.95
1084,2023-12-01,2023-12-31,6675,7152,477,71.55
1085,2023-01-01,2023-01-31,3721,3878,157,23.55
1085,2023-02-01,2023-03-03,3878,4353,475,71.25
1085,2023-03-01,2023-03-31,4353,4417,64,9.6
1085,2023-04-01,2023-05-01,4417,4715,298,44.7
1085,2023-05-01,2023-05-31,4715,4886,171,25.65
1085,2023-06-01,2023-07-01,4886,5380,494,74.1
1085,2023-07-01,2023-07-31,5380,5667,287,43.05
1085,2023-08-01,2023-08-31,5667,5838,171,25.65
1085,2023-09-01,2023-10-01,5838,6230,392,58.8
1085,2023-10-01,2023-10-31,6230,6300,70,10.5
1085,2023-11-01,2023-12-01,6300,6456,156,23.4
1085,2023-12-01,2023-12-31,6456,6952,496,74.4
1086,2023-01-01,2023-01-31,1781,2041,260,39.0
1086,2023-02-01,2023-03-03,2041,2276,235,35.25
1086,2023-03-01,2023-03-31,2276,2770,494,74.1
1086,2023-04-01,2023-05-01,2770,3017,247,37.05
1086,2023-05-01,2023-05-31,3017,3089,72,10.8
1086,2023-06-01,2023-07-01,3089,3371,282,42.3
1086,2023-07-01,2023-07-31,3371,3454,83,12.45
1086,2023-08-01,2023-08-31,3454,3653,199,29.85
1086,2023-09-01,2023-10-01,3653,3895,242,36.3
1086,2023-10-01,2023-10-31,3895,4165,270,40.5
1086,2023-11-01,2023-12-01,4165,4418,253,37.95
1086,2023-12-01,2023-12-31,4418,4799,381,57.15
1087,2023-01-01,2023-01-31,4304,4766,462,69.3
1087,2023-02-01,2023-03-03,4766,4862,96,14.4
1087,2023-03-01,2023-03-31,4862,5362,500,75.0
1087,2023-04-01,2023-05-01,5362,5793,431,64.65
1087,2023-05-01,2023-05-31,5793,6072,279,41.85
1087,2023-06-01,2023-07-01,6072,6138,66,9.9
1087,2023-07-01,2023-07-31,6138,6473,335,50.25
1087,2023-08-01,2023-08-31,6473,6795,322,48.3
1087,2023-09-01,2023-10-01,6795,7295,500,75.0
1087,2023-10-01,2023-10-31,7295,7580,285,42.75
1087,2023-11-01,2023-12-01,7580,7718,138,20.7
1087,2023-12-01,2023-12-31,7718,7786,68,10.2
1088,2023-01-01,2023-01-31,3332,3529,197,29.55
1088,2023-02-01,2023-03-03,3529,3887,358,53.7
1088,2023-03-01,2023-03-31,3887,4149,262,39.3
1088,2023-04-01,2023-05-01,4149,4244,95,14.25
1088,2023-05-01,2023-05-31,4244,4422,178,26.7
1088,2023-06-01,2023-07-01,4422,4771,349,52.35
1088,2023-07-01,2023-07-31,4771,5183,412,61.8
1088,2023-08-01,2023-08-31,5183,5591,408,61.2
1088,2023-09-01,2023-10-01,5591,5718,127,19.05
1088,2023-10-01,2023-10-31,5718,6059,341,51.15
1088,2023-11-01,2023-12-01,6059,6346,287,43.05
1088,2023-12-01,2023-12-31,6346,6711,365,54.75
1089,2023-01-01,2023-01-31,4150,4477,327,49.05
1089,2023-02-01,2023-03-03,4477,4781,304,45.6
1089,2023-03-01,2023-03-31,4781,5228,447,67.05
1089,2023-04-01,2023-05-01,5228,5495,267,40.05
1089,2023-05-01,2023-05-31,5495,5713,218,32.7
1089,2023-06-01,2023-07-01,5713,5940,227,34.05
1089,2023-07-01,2023-07-31,5940,6313,373,55.95
1089,2023-08-01,2023-08-31,6313,6536,223,33.45
1089,2023-09-01,2023-10-01,6536,6855,319,47.85
1089,2023-10-01,2023-10-31,6855,7071,216,32.4
1089,2023-11-01,2023-12-01,7071,7366,295,44.25
1089,2023-12-01,2023-12-31,7366,7621,255,38.25
1090,2023-01-01,2023-01-31,2372,2594,222,33.3
1090,2023-02-01,2023-03-03,2594,2817,223,33.45
1090,2023-03-01,2023-03-31,2817,2888,71,10.65
1090,2023-04-01,2023-05-01,2888,3266,378,56.7
1090,2023-05-01,2023-05-31,3266,3391,125,18.75
1090,2023-06-01,2023-07-01,3391,3837,446,66.9
1090,2023-07-01,2023-07-31,3837,4265,428,64.2
1090,2023-08-01,2023-08-31,4265,4459,194,29.1
1090,2023-09-01,2023-10-01,4459,4951,492,73.8
1090,2023-10-01,2023-10-31,4951,5081,130,19.5
1090,2023-11-01,2023-12-01,5081,5475,394,59.1
1090,2023-12-01,2023-12-31,5475,5716,241,36.15
1091,2023-01-01,2023-01-31,4353,4542,189,28.35
1091,2023-02-01,2023-03-03,4542,4795,253,37.95
1091,2023-03-01,2023-03-31,4795,5094,299,44.85
1091,2023-04-01,2023-05-01,5094,5509,415,62.25
1091,2023-05-01,2023-05-31,5509,5909,400,60.0
1091,2023-06-01,2023-07-01,5909,6384,475,71.25
1091,2023-07-01,2023-07-31,6384,6735,351,52.65
1091,2023-08-01,2023-08-31,6735,6840,105,15.75
1091,2023-09-01,2023-10-01,6840,7008,168,25.2
1091,2023-10-01,2023-10-31,7008,7135,127,19.05
1091,2023-11-01,2023-12-01,7135,7498,363,54.45
1091,2023-12-01,2023-12-31,7498,7794,296,44.4
1092,2023-01-01,2023-01-31,2972,3056,84,12.6
1092,2023-02-01,2023-03-03,3056,3115,59,8.85
1092,2023-03-01,2023-03-31,3115,3566,451,67.65
1092,2023-04-01,2023-05-01,3566,3657,91,13.65
1092,2023-05-01,2023-05-31,3657,3845,188,28.2
1092,2023-06-01,2023-07-01,3845,3895,50,7.5
1092,2023-07-01,2023-07-31,3895,4037,142,21.3
1092,2023-08-01,2023-08-31,4037,4418,381,57.15
1092,2023-09-01,2023-10-01,4418,4917,499,74.85
1092,2023-10-01,2023-10-31,4917,5347,430,64.5
1092,2023-11-01,2023-12-01,5347,5737,390,58.5
1092,2023-12-01,2023-12-31,5737,6237,500,75.0
1093,2023-01-01,2023-01-31,1580,1779,199,29.85
1093,2023-02-01,2023-03-03,1779,2279,500,75.0
1093,2023-03-01,2023-03-31,2279,2434,155,23.25
1093,2023-04-01,2023-05-01,2434,2619,185,27.75
1093,2023-05-01,2023-05-31,2619,2843,224,33.6
1093,2023-06-01,2023-07-01,2843,3167,324,48.6
1093,2023-07-01,2023-07-31,3167,3234,67,10.05
1093,2023-08-01,2023-08-31,3234,3721,487,73.05
1093,2023-09-01,2023-10-01,3721,3854,133,19.95
1093,2023-10-01,2023-10-31,3854,3905,51,7.65
1093,2023-11-01,2023-12-01,3905,4160,255,38.25
1093,2023-12-01,2023-12-31,4160,4491,331,49.65
1094,2023-01-01,2023-01-31,2460,2708,248,37.2
1094,2023-02-01,2023-03-03,2708,2865,157,23.55
1094,2023-03-01,2023-03-31,2865,3358,493,73.95
1094,2023-04-01,2023-05-01,3358,3573,215,32.25
1094,2023-05-01,2023-05-31,3573,3728,155,23.25
1094,2023-06-01,2023-07-01,3728,4146,418,62.7
1094,2023-07-01,2023-07-31,4146,4285,139,20.85
1094,2023-08-01,2023-08-31,4285,4708,423,63.45
1094,2023-09-01,2023-10-01,4708,4769,61,9.15
1094,2023-10-01,2023-10-31,4769,4823,54,8.1
1094,2023-11-01,2023-12-01,4823,5099,276,41.4
1094,2023-12-01,2023-12-31,5099,5537,438,65.7
1095,2023-01-01,2023-01-31,4701,5105,404,60.6
1095,2023-02-01,2023-03-03,5105,5420,315,47.25
1095,2023-03-01,2023-03-31,5420,5811,391,58.65
1095,2023-04-01,2023-05-01,5811,6260,449,67.35
1095,2023-05-01,2023-05-31,6260,6641,381,57.15
1095,2023-06-01,2023-07-01,6641,6961,320,48.0
1095,2023-07-01,2023-07-31,6961,7227,266,39.9
1095,2023-08-01,2023-08-31,7227,7547,320,48.0
1095,2023-09-01,2023-10-01,7547,7650,103,15.45
1095,2023-10-01,2023-10-31,7650,7849,199,29.85
1095,2023-11-01,2023-12-01,7849,8199,350,52.5
1095,2023-12-01,2023-12-31,8199,8550,351,52.65
1096,2023-01-01,2023-01-31,1785,1935,150,22.5
1096,2023-02-01,2023-03-03,1935,2005,70,10.5
1096,2023-03-01,2023-03-31,2005,2149,144,21.6
1096,2023-04-01,2023-05-01,2149,2239,90,13.5
1096,2023-05-01,2023-05-31,2239,2516,277,41.55
1096,2023-06-01,2023-07-01,2516,2712,196,29.4
1096,2023-07-01,2023-07-31,2712,3106,394,59.1
1096,2023-08-01,2023-08-31,3106,3418,312,46.8
1096,2023-09-01,2023-10-01,3418,3867,449,67.35
1096,2023-10-01,2023-10-31,3867,4029,162,24.3
1096,2023-11-01,2023-12-01,4029,4156,127,19.05
1096,2023-12-01,2023-12-31,4156,4576,420,63.0
1097,2023-01-01,2023-01-31,3546,4041,495,74.25
1097,2023-02-01,2023-03-03,4041,4447,406,60.9
1097,2023-03-01,2023-03-31,4447,4928,481,72.15
1097,2023-04-01,2023-05-01,4928,5101,173,25.95
1097,2023-05-01,2023-05-31,5101,5471,370,55.5
1097,2023-06-01,2023-07-01,5471,5879,408,61.2
1097,2023-07-01,2023-07-31,5879,6063,184,27.6
1097,2023-08-01,2023-08-31,6063,6525,462,69.3
1097,2023-09-01,2023-10-01,6525,6934,409,61.35
1097,2023-10-01,2023-10-31,6934,7323,389,58.35
1097,2023-11-01,2023-12-01,7323,7429,106,15.9
1097,2023-12-01,2023-12-31,7429,7495,66,9.9
1098,2023-01-01,2023-01-31,4055,4543,488,73.2
1098,2023-02-01,2023-03-03,4543,4658,115,17.25
1098,2023-03-01,2023-03-31,4658,5094,436,65.4
1098,2023-04-01,2023-05-01,5094,5279,185,27.75
1098,2023-05-01,2023-05-31,5279,5593,314,47.1
1098,2023-06-01,2023-07-01,5593,5760,167,25.05
1098,2023-07-01,2023-07-31,5760,6004,244,36.6
1098,2023-08-01,2023-08-31,6004,6157,153,22.95
1098,2023-09-01,2023-10-01,6157,6305,148,22.2
1098,2023-10-01,2023-10-31,6305,6755,450,67.5
1098,2023-11-01,2023-12-01,6755,7015,260,39.0
1098,2023-12-01,2023-12-31,7015,7491,476,71.4
1099,2023-01-01,2023-01-31,3186,3345,159,23.85
1099,2023-02-01,2023-03-03,3345,3793,448,67.2
1099,2023-03-01,2023-03-31,3793,4091,298,44.7
1099,2023-04-01,2023-05-01,4091,4289,198,29.7
1099,2023-05-01,2023-05-31,4289,4368,79,11.85
1099,2023-06-01,2023-07-01,4368,4783,415,62.25
1099,2023-07-01,2023-07-31,4783,5038,255,38.25
1099,2023-08-01,2023-08-31,5038,5374,336,50.4
1099,2023-09-01,2023-10-01,5374,5760,386,57.9
1099,2023-10-01,2023-10-31,5760,6071,311,46.65
1099,2023-11-01,2023-12-01,6071,6180,109,16.35
1099,2023-12-01,2023-12-31,6180,6338,158,23.7
1100,2023-01-01,2023-01-31,4743,5029,286,42.9
1100,2023-02-01,2023-03-03,5029,5142,113,16.95
1100,2023-03-01,2023-03-31,5142,5256,114,17.1
1100,2023-04-01,2023-05-01,5256,5587,331,49.65
1100,2023-05-01,2023-05-31,5587,5974,387,58.05
1100,2023-06-01,2023-07-01,5974,6346,372,55.8
1100,2023-07-01,2023-07-31,6346,6517,171,25.65
1100,2023-08-01,2023-08-31,6517,6617,100,15.0
1100,2023-09-01,2023-10-01,6617,6707,90,13.5
1100,2023-10-01,2023-10-31,6707,6865,158,23.7
1100,2023-11-01,2023-12-01,6865,7177,312,46.8
1100,2023-12-01,2023-12-31,7177,7411,234,35.1
1101,2023-01-01,2023-01-31,4714,4970,256,38.4
1101,2023-02-01,2023-03-03,4970,5228,258,38.7
1101,2023-03-01,2023-03-31,5228,5552,324,48.6
1101,2023-04-01,2023-05-01,5552,5930,378,56.7
1101,2023-05-01,2023-05-31,5930,6147,217,32.55
1101,2023-06-01,2023-07-01,6147,6555,408,61.2
1101,2023-07-01,2023-07-31,6555,6670,115,17.25
1101,2023-08-01,2023-08-31,6670,7091,421,63.15
1101,2023-09-01,2023-10-01,7091,7435,344,51.6
1101,2023-10-01,2023-10-31,7435,7525,90,13.5
1101,2023-11-01,2023-12-01,7525,7860,335,50.25
1101,2023-12-01,2023-12-31,7860,8157,297,44.55
1102,2023-01-01,2023-01-31,2189,2490,301,45.15
1102,2023-02-01,2023-03-03,2490,2667,177,26.55
1102,2023-03-01,2023-03-31,2667,2994,327,49.05
1102,2023-04-01,2023-05-01,2994,3222,228,34.2
1102,2023-05-01,2023-05-31,3222,3639,417,62.55
1102,2023-06-01,2023-07-01,3639,3820,181,27.15
1102,2023-07-01,2023-07-31,3820,4157,337,50.55
1102,2023-08-01,2023-08-31,4157,4230,73,10.95
1102,2023-09-01,2023-10-01,4230,4621,391,58.65
1102,2023-10-01,2023-10-31,4621,5110,489,73.35
1102,2023-11-01,2023-12-01,5110,5170,60,9.0
1102,2023-12-01,2023-12-31,5170,5252,82,12.3
1103,2023-01-01,2023-01-31,1035,1309,274,41.1
1103,2023-02-01,2023-03-03,1309,1624,315,47.25
1103,2023-03-01,2023-03-31,1624,2054,430,64.5
1103,2023-04-01,2023-05-01,2054,2303,249,37.35
1103,2023-05-01,2023-05-31,2303,2419,116,17.4
1103,2023-06-01,2023-07-01,2419,2730,311,46.65
1103,2023-07-01,2023-07-31,2730,2885,155,23.25
1103,2023-08-01,2023-08-31,2885,3043,158,23.7
1103,2023-09-01,2023-10-01,3043,3374,331,49.65
1103,2023-10-01,2023-10-31,3374,3774,400,60.0
1103,2023-11-01,2023-12-01,3774,3991,217,32.55
1103,2023-12-01,2023-12-31,3991,4126,135,20.25
1104,2023-01-01,2023-01-31,3874,4237,363,54.45
1104,2023-02-01,2023-03-03,4237,4513,276,41.4
1104,2023-03-01,2023-03-31,4513,4632,119,17.85
1104,2023-04-01,2023-05-01,4632,4817,185,27.75
1104,2023-05-01,2023-05-31,4817,5042,225,33.75
1104,2023-06-01,2023-07-01,5042,5332,290,43.5
1104,2023-07-01,2023-07-31,5332,5493,161,24.15
1104,2023-08-01,2023-08-31,5493,5835,342,51.3
1104,2023-09-01,2023-10-01,5835,6036,201,30.15
1104,2023-10-01,2023-10-31,6036,6417,381,57.15
1104,2023-11-01,2023-12-01,6417,6728,311,46.65
1104,2023-12-01,2023-12-31,6728,7033,305,45.75
1105,2023-01-01,2023-01-31,4207,4572,365,54.75
1105,2023-02-01,2023-03-03,4572,4967,395,59.25
1105,2023-03-01,2023-03-31,4967,5250,283,42.45
1105,2023-04-01,2023-05-01,5250,5544,294,44.1
1105,2023-05-01,2023-05-31,5544,5959,415,62.25
1105,2023-06-01,2023-07-01,5959,6075,116,17.4
1105,2023-07-01,2023-07-31,6075,6237,162,24.3
1105,2023-08-01,2023-08-31,6237,6382,145,21.75
1105,2023-09-01,2023-10-01,6382,6751,369,55.35
1105,2023-10-01,2023-10-31,6751,7169,418,62.7
1105,2023-11-01,2023-12-01,7169,7613,444,66.6
1105,2023-12-01,2023-12-31,7613,7842,229,34.35
1106,2023-01-01,2023-01-31,3196,3565,369,55.35
1106,2023-02-01,2023-03-03,3565,3747,182,27.3
1106,2023-03-01,2023-03-31,3747,3944,197,29.55
1106,2023-04-01,2023-05-01,3944,4050,106,15.9
1106,2023-05-01,2023-05-31,4050,4364,314,47.1
1106,2023-06-01,2023-07-01,4364,4552,188,28.2
1106,2023-07-01,2023-07-31,4552,4902,350,52.5
1106,2023-08-01,2023-08-31,4902,4957,55,8.25
1106,2023-09-01,2023-10-01,4957,5279,322,48.3
1106,2023-10-01,2023-10-31,5279,5383,104,15.6
1106,2023-11-01,2023-12-01,5383,5802,419,62.85
1106,2023-12-01,2023-12-31,5802,6302,500,75.0
1107,2023-01-01,2023-01-31,4054,4386,332,49.8
1107,2023-02-01,2023-03-03,4386,4571,185,27.75
1107,2023-03-01,2023-03-31,4571,4745,174,26.1
1107,2023-04-01,2023-05-01,4745,4898,153,22.95
1107,2023-05-01,2023-05-31,4898,5379,481,72.15
1107,2023-06-01,2023-07-01,5379,5612,233,34.95
1107,2023-07-01,2023-07-31,5612,5842,230,34.5
1107,2023-08-01,2023-08-31,5842,5957,115,17.25
1107,2023-09-01,2023-10-01,5957,6269,312,46.8
1107,2023-10-01,2023-10-31,6269,6742,473,70.95
1107,2023-11-01,2023-12-01,6742,7189,447,67.05
1107,2023-12-01,2023-12-31,7189,7421,232,34.8
1108,2023-01-01,2023-01-31,1977,2234,257,38.55
1108,2023-02-01,2023-03-03,2234,2295,61,9.15
1108,2023-03-01,2023-03-31,2295,2472,177,26.55
1108,2023-04-01,2023-05-01,2472,2597,125,18.75
1108,2023-05-01,2023-05-31,2597,2941,344,51.6
1108,2023-06-01,2023-07-01,2941,3182,241,36.15
1108,2023-07-01,2023-07-31,3182,3237,55,8.25
1108,2023-08-01,2023-08-31,3237,3393,156,23.4
1108,2023-09-01,2023-10-01,3393,3706,313,46.95
1108,2023-10-01,2023-10-31,3706,4103,397,59.55
1108,2023-11-01,2023-12-01,4103,4520,417,62.55
1108,2023-12-01,2023-12-31,4520,4981,461,69.15
1109,2023-01-01,2023-01-31,1329,1571,242,36.3
1109,2023-02-01,2023-03-03,1571,1637,66,9.9
1109,2023-03-01,2023-03-31,1637,1768,131,19.65
1109,2023-04-01,2023-05-01,1768,2081,313,46.95
1109,2023-05-01,2023-05-31,2081,2134,53,7.95
1109,2023-06-01,2023-07-01,2134,2371,237,35.55
1109,2023-07-01,2023-07-31,2371,2475,104,15.6
1109,2023-08-01,2023-08-31,2475,2718,243,36.45
1109,2023-09-01,2023-10-01,2718,2976,258,38.7
1109,2023-10-01,2023-10-31,2976,3392,416,62.4
1109,2023-11-01,2023-12-01,3392,3741,349,52.35
1109,2023-12-01,2023-12-31,3741,4150,409,61.35
1110,2023-01-01,2023-01-31,2104,2345,241,36.15
1110,2023-02-01,2023-03-03,2345,2567,222,33.3
1110,2023-03-01,2023-03-31,2567,3028,461,69.15
1110,2023-04-01,2023-05-01,3028,3215,187,28.05
1110,2023-05-01,2023-05-31,3215,3618,403,60.45
1110,2023-06-01,2023-07-01,3618,4077,459,68.85
1110,2023-07-01,2023-07-31,4077,4521,444,66.6
1110,2023-08-01,2023-08-31,4521,4754,233,34.95
1110,2023-09-01,2023-10-01,4754,4984,230,34.5
1110,2023-10-01,2023-10-31,4984,5365,381,57.15
1110,2023-11-01,2023-12-01,5365,5748,383,57.45
1110,2023-12-01,2023-12-31,5748,6111,363,54.45
1111,2023-01-01,2023-01-31,3181,3582,401,60.15
1111,2023-02-01,2023-03-03,3582,3715,133,19.95
1111,2023-03-01,2023-03-31,3715,4075,360,54.0
1111,2023-04-01,2023-05-01,4075,4340,265,39.75
1111,2023-05-01,2023-05-31,4340,4654,314,47.1
1111,2023-06-01,2023-07-01,4654,4756,102,15.3
1111,2023-07-01,2023-07-31,4756,5042,286,42.9
1111,2023-08-01,2023-08-31,5042,5336,294,44.1
1111,2023-09-01,2023-10-01,5336,5602,266,39.9
1111,2023-10-01,2023-10-31,5602,5924,322,48.3
1111,2023-11-01,2023-12-01,5924,6352,428,64.2
1111,2023-12-01,2023-12-31,6352,6435,83,12.45
1112,2023-01-01,2023-01-31,1702,2026,324,48.6
1112,2023-02-01,2023-03-03,2026,2350,324,48.6
1112,2023-03-01,2023-03-31,2350,2606,256,38.4
1112,2023-04-01,2023-05-01,2606,2874,268,40.2
1112,2023-05-01,2023-05-31,2874,2936,62,9.3
1112,2023-06-01,2023-07-01,2936,3023,87,13.05
1112,2023-07-01,2023-07-31,3023,3475,452,67.8
1112,2023-08-01,2023-08-31,3475,3633,158,23.7
1112,2023-09-01,2023-10-01,3633,3730,97,14.55
1112,2023-10-01,2023-10-31,3730,3976,246,36.9
1112,2023-11-01,2023-12-01,3976,4054,78,11.7
1112,2023-12-01,2023-12-31,4054,4341,287,43.05
1113,2023-01-01,2023-01-31,5000,5445,445,66.75
1113,2023-02-01,2023-03-03,5445,5740,295,44.25
1113,2023-03-01,2023-03-31,5740,5803,63,9.45
1113,2023-04-01,2023-05-01,5803,5912,109,16.35
1113,2023-05-01,2023-05-31,5912,6224,312,46.8
1113,2023-06-01,2023-07-01,6224,6567,343,51.45
1113,2023-07-01,2023-07-31,6567,6736,169,25.35
1113,2023-08-01,2023-08-31,6736,7093,357,53.55
1113,2023-09-01,2023-10-01,7093,7148,55,8.25
1113,2023-10-01,2023-10-31,7148,7363,215,32.25
1113,2023-11-01,2023-12-01,7363,7497,134,20.1
1113,2023-12-01,2023-12-31,7497,7813,316,47.4
1114,2023-01-01,2023-01-31,2079,2253,174,26.1
1114,2023-02-01,2023-03-03,2253,2358,105,15.75
1114,2023-03-01,2023-03-31,2358,2421,63,9.45
1114,2023-04-01,2023-05-01,2421,2906,485,72.75
1114,2023-05-01,2023-05-31,2906,3342,436,65.4
1114,2023-06-01,2023-07-01,3342,3424,82,12.3
1114,2023-07-01,2023-07-31,3424,3520,96,14.4
1114,2023-08-01,2023-08-31,3520,3773,253,37.95
1114,2023-09-01,2023-10-01,3773,3982,209,31.35
1114,2023-10-01,2023-10-31,3982,4449,467,70.05
1114,2023-11-01,2023-12-01,4449,4529,80,12.0
1114,2023-12-01,2023-12-31,4529,4697,168,25.2
1115,2023-01-01,2023-01-31,2982,3419,437,65.55
1115,2023-02-01,2023-03-03,3419,3774,355,53.25
1115,2023-03-01,2023-03-31,3774,3869,95,14.25
1115,2023-04-01,2023-05-01,3869,3919,50,7.5
1115,2023-05-01,2023-05-31,3919,4388,469,70.35
1115,2023-06-01,2023-07-01,4388,4682,294,44.1
1115,2023-07-01,2023-07-31,4682,4976,294,44.1
1115,2023-08-01,2023-08-31,4976,5187,211,31.65
1115,2023-09-01,2023-10-01,5187,5290,103,15.45
1115,2023-10-01,2023-10-31,5290,5569,279,41.85
1115,2023-11-01,2023-12-01,5569,5663,94,14.1
1115,2023-12-01,2023-12-31,5663,5887,224,33.6
1116,2023-01-01,2023-01-31,4619,4931,312,46.8
1116,2023-02-01,2023-03-03,4931,5052,121,18.15
1116,2023-03-01,2023-03-31,5052,5237,185,27.75
1116,2023-04-01,2023-05-01,5237,5705,468,70.2
1116,2023-05-01,2023-05-31,5705,6021,316,47.4
1116,2023-06-01,2023-07-01,6021,6153,132,19.8
1116,2023-07-01,2023-07-31,6153,6366,213,31.95
1116,2023-08-01,2023-08-31,6366,6534,168,25.2
1116,2023-09-01,2023-10-01,6534,6803,269,40.35
1116,2023-10-01,2023-10-31,6803,6924,121,18.15
1116,2023-11-01,2023-12-01,6924,7137,213,31.95
1116,2023-12-01,2023-12-31,7137,7438,301,45.15
1117,2023-01-01,2023-01-31,1754,1995,241,36.15
1117,2023-02-01,2023-03-03,1995,2222,227,34.05
1117,2023-03-01,2023-03-31,2222,2404,182,27.3
1117,2023-04-01,2023-05-01,2404,2785,381,57.15
1117,2023-05-01,2023-05-31,2785,3262,477,71.55
1117,2023-06-01,2023-07-01,3262,3371,109,16.35
1117,2023-07-01,2023-07-31,3371,3667,296,44.4
1117,2023-08-01,2023-08-31,3667,3809,142,21.3
1117,2023-09-01,2023-10-01,3809,4012,203,30.45
1117,2023-10-01,2023-10-31,4012,4129,117,17.55
1117,2023-11-01,2023-12-01,4129,4535,406,60.9
1117,2023-12-01,2023-12-31,4535,4810,275,41.25
1118,2023-01-01,2023-01-31,1729,2157,428,64.2
1118,2023-02-01,2023-03-03,2157,2242,85,12.75
1118,2023-03-01,2023-03-31,2242,2634,392,58.8
1118,2023-04-01,2023-05-01,2634,2761,127,19.05
1118,2023-05-01,2023-05-31,2761,2949,188,28.2
1118,2023-06-01,2023-07-01,2949,3202,253,37.95
1118,2023-07-01,2023-07-31,3202,3557,355,53.25
1118,2023-08-01,2023-08-31,3557,3770,213,31.95
1118,2023-09-01,2023-10-01,3770,3839,69,10.35
1118,2023-10-01,2023-10-31,3839,4245,406,60.9
1118,2023-11-01,2023-12-01,4245,4635,390,58.5
1118,2023-12-01,2023-12-31,4635,4998,363,54.45
1119,2023-01-01,2023-01-31,2782,3042,260,39.0
1119,2023-02-01,2023-03-03,3042,3515,473,70.95
1119,2023-03-01,2023-03-31,3515,3827,312,46.8
1119,2023-04-01,2023-05-01,3827,4105,278,41.7
1119,2023-05-01,2023-05-31,4105,4214,109,16.35
1119,2023-06-01,2023-07-01,4214,4321,107,16.05
1119,2023-07-01,2023-07-31,4321,4537,216,32.4
1119,2023-08-01,2023-08-31,4537,4797,260,39.0
1119,2023-09-01,2023-10-01,4797,5079,282,42.3
1119,2023-10-01,2023-10-31,5079,5568,489,73.35
1119,2023-11-01,2023-12-01,5568,5791,223,33.45
